cat,label,review
计算机,0,（接上面的） 最后才发现左侧用了双面胶，这是什么意思啊！不想让我换内存？？我最讨厌那个东西了，这个东西意味着短时间看不出来，可是时间长了就会发现，这明显是厂家的态度问题，敷衍了事！
水果,0,送来怪了一个，完全没有甜味，很次很次的水果！
酒店,0,相当于三星吧，浴巾很旧，豁然几个洞。龙头坏了，水温很难调到合适的温度。房间隔音效果很差。早饭很简陋。
平板,0,收到货了，物流送错地方迟了一天，以后长点心吧
洗发水,0,用了之后很多头屑，泡沫也不丰富
水果,0,千万别买，苹果又小又不好吃就算了，还有坏的。伤心
计算机,0,没有缺点，都是优点~~吼吼，或许，硬盘有点不够用，但是这么小的本本，要求就不用那么高了~方便就好了~~~~
计算机,0,1，摄像头130W像素，QQ视频不是特别清晰 2，显示屏从侧面将近180度曲看发现有漏光 3，vista系统开机是慢了点 4，最严重的是带的电源适配器，总“吱吱”响，很吵，强烈要求换个！！
蒙牛,0,以后再也不喝蒙牛了。。。一天拉了十几次。。。难受啊。。。
平板,1,有点不适应，早知道就买小米了
洗发水,1,东西不错，物有所值，配送小哥服务态度也很好，就是为什么晚一天后价格便宜不少……
洗发水,0,不知道怎么来赞美你们京东，自己的失误到时的结果，要客户来承担。
酒店,0,开始以为应该不错，结果大失所望！！顶多跟100块的小旅馆差不多！各种设施都老旧的要命！连淋雨花洒坏的！最坑的是网速还限制每个房间几百K!!开个网页都要五分钟好吗？真破酒店！
平板,1,用了一天！感觉速度很快！
洗发水,0,不好用，换了这个洗发水一直掉头发，再也不用了
水果,1,仔细看有一个有点小碰伤，碎甜，值得买!
书籍,1,看王小波的小说，很多时候都会被他的语言逗乐。在笑声以后，引发许多对现实生活的思考。在突然间，才发现，原来很多想法大家都会惊人的相近，只是从小时候开始就被不断告诫不应该这么想，所以，才把许多真实的想法深深埋藏在心底，只有在孤寂时才回味起来偷着乐。王小波以一个普通人的眼光，以非常理性的思考，以幽默的语言道出了生活的事实，还原了现实的生活。我很喜欢。每一篇都值得好好品味。
酒店,0,1 房间很小，地毯很脏，白毛巾显黑色2 中央空调有异响，后半夜只好关掉3 洗澡水忽冷忽热
计算机,0,装XP系统后，网卡驱动装完，能ping通网关，但无法上网，经过多次重复安装后确定是驱动问题。配的驱动也太烂了，同方网站下的也有问题 更不爽的是，这个型号的机器在其他地方找都很难找，更别说下载别的驱动
计算机,0,1。接口设计不合理，鼠标USB的位置在右下方插上很别扭。电源接口在右侧，和光驱一侧。 2。内存应换为800MHz，而不是现在的好像是667，更充分利用性能。 3。低于4K可以买。驱动盘里应加入xp驱动
酒店,1,厦门海景千禧大酒店就是以前的海景假日皇冠大酒店，现在中方自己管理，虽然现在没星，但各方面都不错。
酒店,1,位置非常好，去烟台山、东炮台、张裕葡萄酒博物馆非常近，海边步行街很漂亮，音乐喷泉也不错。缺点：商务标间（6601）中央空调的风机盘管保温做的不好，导致结露发霉；另外免费提供的拖鞋沾水后极滑!
平板,1,做工没得说，超薄的那种，音质特别好，感觉苹果也做不出这么超薄的效果，挺好的。
衣服,0,好好喜欢的颜色
平板,0,散热不好，发热，电池不耐用。。。。郁闷
平板,0,轻轻掉地上屏幕就裂开了，悲哀呀
水果,0,这次的火龙果，一颗星都不想给，给一颗都是给快递员的，果子又小味道还差，还不如超市几块钱一斤的红肉火龙果
水果,0,小小的，关键是个头不均匀，形状也不好，不喜欢，本来是拿来送人的，没好意思出手
平板,0,服务太垃圾了，说能看搜狐大片，看不了 太坑人
蒙牛,0,蒙牛又出来丢人了
水果,0,苹果小的也太小的吧，就三个大一点，一颗星给快递小哥
洗发水,0,怎么就没有赠品了呢，赠完为止，没有了就不要写了
书籍,0,我买了一套，是冲着作者买的。没什么内容和深度。
洗发水,1,好喜欢这个牌子的洗发水和沐浴露，感觉价钱实惠，用着还行
酒店,0,非常差的服务！！！！我和几个朋友约好去天津，为了大家晚上玩牌方便，我特定订了这家酒店的2房一厅的房间。因为我是先到，自然先登记开房，怕超过了房间保留时间，酒店不给我留放。但我遇到的是前台服务员冷冰冰地吩咐我，要我把所有人的身份证都那来登记，否则不让上电梯！我很奇怪，难道这就是号称四星级的酒店的服务吗？！！！！跟可气的是，当我的朋友们都到齐，并办理完登记后，进了房间居然发现洗浴用品及拖鞋只有一个人的。也就是说酒店用这种手段来防止我们不登记就入住房间！简直是令我气愤！！！！我花了六白多元住进这家所谓4星级酒店，就是要享受这种低劣的服务吗？！！！噩梦还没完，第二天退房是，前台收银因为我的房价问题，和一个什么人电话中扯皮了将近10分钟，才很不情愿地给我结了帐。我不知道是被酒店欺骗了，还是被CTRIP欺骗了，总之，今晚大酒店太令我失望了！强烈要求CRRIP返还我的房费！补充点评 2008年6月3日 ： CTRIP的评级有问题，我给了2个2分，2个1分，怎么你给了个平均分是2分呢？你要继续误导消费者吗？！
衣服,1,质量很好，做工细致，穿着很舒适很合适，无色差无异味，款式大气，和店家描述一致，发货速度很快，好评
水果,0,图上不明显，摸上去手感是烂烂的，还有黄褐色的汁液
书籍,0,印刷质量极差 缺页 重复页 活像盗版书
计算机,1,1.散热性能较好 2.多媒体触摸按钮很有新意，也方便操作 3.触摸板灵敏，本本做工不错，外观还行
洗发水,1,商品不错不错不错不错，还会再买一个，好用
计算机,1,性价比高，外观大方，稳重，该有的功能都有了，最爽的是音量可以用手触摸滑动调节。
水果,0,下次再也不会买了，差差差好小好小，还摔烂了一点
洗发水,1,宝贝已收到，还没用，闻气味和以前在实体店买的一样；还多了一瓶80ml的洗发露和一瓶80ml的精华素，谢谢店家；快递小哥也很给力，五分好评；就是外包装口在收到时开了个大口子，希望下次注意，总体还是挺满意的！都给五分好评吧
酒店,0,床单有污迹，要求换房，但说不行，只给我们换了张床单... 酒店大堂环境很好，但却给床单一事印象大打折扣了～ 还有就是二楼房间超级多，要走到自己的房间走到腿软，而且房间刚好被安排在转角位置，感觉很奇怪，很不舒服，整晚都睡不着...
酒店,1,"酒店位置离市中心很近,很方便.酒店硬件设施也不错,."
酒店,0,空调不开，房间已旧，除了靠近联盛和万达广场外无可取之处
衣服,0,应该叫经典无弹力
书籍,0,"怎么当当的东西都是在我买了后就降价呢?刚买了U盘到货了,想上去写评论的,又看见降价.现在看买的东西又在降价.晕死!当当,价格也太不稳了吧!"
酒店,1,房间小但很干净。入住时办理手续的时间较长，退房办手续时速度极快。总体基本满意
酒店,0,一般，设施陈旧了
水果,1,到货就赶紧拆开咯!苹果个大，表皮也很漂亮，口感酸甜、脆，得到家人一致好评!?
平板,1,给父母拍的，很喜欢?。手机速度不是很快，不过这个价格已经可以了。华为千元机拍照都差别不大。重要的是，现在京东快递服务不如以前了。快递员给你打个电话，就把货放在邮政代收点了。居然像手机这样的也放到外面的快递货堆上。
计算机,0,CPU差点意思。。要是P8600就爽拉。。不过价格摆在那里。。塑料感较强。。尤其是键盘部分。。触控板左键不大好按。。就是按一下可能没反应。。有点松松的。。可能有技巧。。呵呵。。
衣服,0,质量非常差，不透气，严重不满！！！
水果,1,好吃又便宜，送货速度快，下次还会再买。
酒店,0,差差差，太差了！不是一般的差，我希望以后携程不要再推荐这样的酒店给我！！！
水果,0,这是我头一次在京东打一星，火龙果小，别说1.1公斤，一斤恐怕都没有，就三个小果，味道一般。买了三次丑柑，这次是最差的，特别酸，不像前面的甜中带酸，三个丢了两个
酒店,1,"环境服务都不错,除了价格贵,其他的没什么可挑剔的了"
酒店,0,普通的标间太陈旧，没法住。ctrip不该签这么差的房间。换了豪华标间后，还可以。换的晚了点，是没窗户的房间。郁闷。早餐两岁的小孩居然要钱，不可理喻。
酒店,1,去上海一般都住这家，地段还不错，交通也比较方便，房间很大也比较干净，就是江景房有点差（以前住过，很小），一般标房就可以了，套房也很不错（有厨房，够大），每件房都有冰箱，很好，就是宽带不是免费的，一天好像要80吧，太贵了
蒙牛,1,每天又是蒙牛高钙奶 真果粒 金典 生活太满意了
酒店,1,服务态度非常好，从行李员到服务员都彬彬有礼，在大堂等待期间会主动给我们准备毛巾和茶水，在很多五星级酒店都没有这样的服务。每天房间都有送水果，虽然质量不怎么样。中西式早餐很不错，品种丰富。由于房费含双早，因此总体性价比非常高。
衣服,0,这衣服也太假了吧，衣服商标和吊牌都不一样的
酒店,1,不知道什么原因，这个酒店目前的价格做了下调，而且周末居然有促销价。不错！这次入住的是大床房，依旧是紧促的布局，舒服的床，总体来说，还是很不错的！
洗发水,0,感觉像假的洗完头发还没有以前的洗发水洗完滑呢 还痒
蒙牛,0,还来？ 别骗人了 做人如做事。抵制蒙牛和抵制牛根生相关的其他产业可以同时进行，并不冲突！ 回复 貌似蒙牛被中粮全部控股了吧，不管牛根生什么事吧？
洗发水,1,宝贝已经收到了，包装很好，一次买了两套，男用，女用都有，赠品很多，家人比较满意，还会继续关注和再光顾的！
衣服,0,这衣服好丑好丑。而且不是棉的，不知道什么鸟材料做的。
平板,1,送货速度快！
洗发水,0,感觉不是正品，味道和以前用的沙宣不一样，很糟糕的一次购物，绝对的差评
酒店,0,酒店在装修，气味很大。我离开酒店时，我记得很清楚把一串西藏天珠遗漏在房间了，过了三小时才突然想起来，后来打电话给酒店总台，可收拾房间的服务员硬是说没看到，难道佛祖显灵，让佛珠自己会飞？估计是服务员自己拿了，又不好意思交出来，真的是服务员的品德有问题！那是一串很有纪念价值的佛珠，可惜了！
酒店,0,"10月25日入住单人大床间一晚,感觉较差:1.晚上22:30左右入住,前台接待很冷淡,无笑容,感觉不亲切;2. 最可怕的是冲澡3分钟后淋浴龙头停水,2分钟以后浴缸龙头也完全停水.没办法浴室内打电话给大堂,说派人上来看一下,这时发现房间内未配浴袍.后大堂副理上来,告诉也有其它房间有类似情况,因最近酒店附近管理维修.只是建议给换房间"
衣服,1,这条裤子找了好久，一直在犹豫怕质量不好，担心掉色，买回来后发现我多虑了，质量非常好，穿着也很柔软，男朋友很喜欢哦，喜欢的赶快下单带回家吧。
平板,1,已经收到货物了，快递小哥没有受天气影响很快就送到了，用了一天感觉很好，速度很快
酒店,1,"环境是很不错的,很漂亮,就是免费升级的事没有事先通知,让客人受到了不平等的待遇.意见很大.中餐不错,西餐太不地道.房间价格很便宜,套房很大,早餐也不错。"
水果,0,不太大挺小的也不甜和国产的没区别，骗人
书籍,1,三部曲都读完了，暗夜精灵一万年以前都做了一些什么也都了解了一些．说什么呢？作者的构思其实挺不错的．伊利丹的痴迷于恶魔的魔法，高精灵族的趋向，德鲁伊的诞生．还有暗夜精灵的男人为什么那么少，在书中都有答案．读到蓝龙一族的未来，其实挺伤感的，未来一万年，这些生物都处于灭绝的边缘，死去的蓝龙后来都变成了天灾的冰霜巨龙了．书写地不错．
酒店,0,评分1分，设施老旧，房间小，要收服务费
洗发水,0,假货！洗了头痒！一天就油得要死！
酒店,0,一般、服务相对较差
洗发水,0,感觉不像正品，跟在超市买的不一样
水果,1,买着送人，很新鲜，又追加2箱！
平板,0,为什么我昨天到货的平板电脑没有发票？
平板,1,还不错的产品。
水果,1,萍果清脆，香甜，水分多，下次还会买。
衣服,1,看着还不错 还没穿过 希望质量会不错 期待
平板,0,不给发票，问了也不回复，差评差评
衣服,1,裤子对得起这个价格，毕竟只是*的。
衣服,1,商品很不错，个人很喜欢，面料超舒服，以后还会多来购买。
酒店,0,前台接待态度非常差！说粗口！建议有其它选择就不要选择这里！
热水器,1,还没装，先好评
水果,1,苹果好吃，一箱有12个，包装新鲜！就是苹果小了点。
酒店,0,"这家酒店充其量只能算是三星,无论从硬件还是软件方面来说都达不到五星的标准.我9月14日网上预定了三个房19日入住,结果到了前台被告知没有收到预定单,经过和携程联系后等了足足半小时才入住,这其间没有得到前台一句道歉的话,而且还把我们几个房间分到不同的楼层,说是没有同一楼层的房了;可事实不是这样的,后边我们同行的还有几个朋友入住都分到我这一楼层,证明不是没有房间而是前台有意刁难.到前台与之理论一番之后才把我们几个房安排到一起,真是让人生气,以后再也不会入住这酒店了.另外在前台直接办入住是488,携程的价格是588."
书籍,1,文革时金镛在香港办报纸，预测时事每每中的，众人询问原因，则说“我读《资治通鉴》几十年，中国人的事，大抵如此。”此书真有如此神奇？我怀着好奇心，硬着头皮，历时一年半，终于把它看完，也终于明白，金大侠所言不虚，中国人的事，确实是大抵如此。历史现象虽然不会简单重复，但历史的规律则总是不断重演。看完此书，令人的认知水平有被拔高一筹的感觉。
平板,0,客服全都不在线，没买的时候怎么都在呢！
水果,1,苹果很甜，够脆 ，妈妈说好吃，有两个坏果，申请售后，很快客服来电就解决了，返回京豆，点个赞！
酒店,1,"地理位置不错,房间对着中央大街,隔音玻璃还不错,街上的声音房间里听不到.需要提高的是卫生间里卫生纸的质量,实在太差.而且卫生纸快没了,也没有及时补充.早饭还不错,但橙汁是冲泡的,估计是果珍之类,而不是纯果汁.品种还算丰富."
书籍,1,看了这本书，我又一次觉得自己真是才疏学浅，又一次看到天外高人的风采。是啊，在这个纸醉金迷的时代，我们要怎么样才能保证自己的一颗本性不变的心不被外部的纷纷扰扰迷惑呢？我们需要思考，我还没有认真地阅读过《中国不高兴》这本书，但是仅仅看完《中国为什么不高兴》后，我就已经觉得自己没有什么为祖国沾沾自喜的地方了，毕竟，我们欠缺的东西还是在很多。
水果,0,我觉得皮满皱的，干瘪了，不甜，还没我超市买的10元2个的好吃昵，有点失望了
平板,0,送货员不行
平板,1,屏幕还行，就是视频回音大，不知道是硬件还是软件的事
衣服,0,针脚粗，做工马虎
洗发水,0,你确定这个不是假冒伪劣么？这的比较稀啊，洗过之后涩涩的。能退货么，这还是我熟悉的清扬么。
热水器,1,挺好的卖家，全5分
计算机,0,"指纹太郁闷了......,刷卡不给开增票,不知道怎么解释,刷卡之前没说明,刷完了才说,我订单上明明写着开增票的"
衣服,1,洗过之后没有掉色，也不会起球，质量不错，下次还来哈哈！
酒店,0,价格还可以，位置也不错，就是房间装修太旧了，也不干净，还有异味！
书籍,1,蒙氏的这几本书总的说来内容比较相似，总结性的发言就数《有吸收力的心灵》了，主要就是阐述了人的发展规律，作为父母应当做孩子精神上的仆人，让孩子在工作中找到乐趣，有一本数专门讲述了蒙氏的教具，自己制作还是很有难度也要很多时间，买又太贵了，真希望这里有这样的幼儿园可以让孩子工作的地方。这几本书还是相当不错的！
水果,0,从来没买过这么差的火龙果，都已经烂了，而且超级小！超市估计都得处理甩卖的那种，第一次在京东生鲜买东西，太次了！
酒店,0,这种酒店还有人给好评，我想说你没住过酒店吗？这种连如家，格林豪泰，都比不上的酒店，价格还比人家贵那么多，还是航空酒店。航空公司这么坑。如此脏乱差的酒店，再也不会来。
水果,0,"你确定这个够70mm吗？顶多50MM,，不好"
书籍,1,许是我对儿子讲故事讲的太多，养成了他自己不太爱阅读的习惯，所以，近来我在慢慢培养他自己看书不依赖大人的习惯；每晚临睡前由过去总是我将给他听，变成了现在互相讲一个，而这一个，儿子总是选择这一本书 《故事百宝箱》。故事内容简单（却是经典），生僻字少（字不算少），又有很多很大图画（绘本，不繁乱），对于才学阅读的孩子来讲，还有什么更好的选择呢？儿子的喜欢就是家长的喜欢。
书籍,1,有人说，恋爱才是人生真正的开始。那么初恋，一定是这段旅程的起点。有人说，初恋是刻骨铭心的。因为那最初的幸福，才是最甜蜜的回忆；最初的痛，才真正痛彻心扉。小娴说：“所有的初恋都是丑小鸭，后来的爱情哦那个，是羽化了的天鹅。”这个仍然相信爱情的女人，把初恋的甜蜜和苦涩，以及无奈都淡淡地写出来，却深深地打动着我的心。相信每一个经过初恋的人，都能够在里面找到自己，也看到别人。
水果,1,亲们，这款苹果质量不错，而且很新鲜    包装的很好，京东送货很快 到的时候冰冰的 赶紧放进冰箱，值得购买哦，有轻微的碰伤一点，好方便这样购买的话
衣服,0,垃圾 有问题不及时处理
洗发水,0,洗完后头发很干燥，超级不喜欢，哎，好假啊
手机,1,859 厚实的感觉恰好贴合了男性用户对于手机手感的要求。数字键的双色设计在平实的键盘风格中显得尤其特别，但尤其字键之间的联系过于紧密，字键也与机身平面相平衡，由此对手机键盘的操作有所影响。65536色的TFT屏幕，可以显示最多7行中文字符，文字显示清晰锐利，图片的色彩略为偏淡，亮度有提高的空间。除了继续使用T9输入法外，字符输入缓慢的缺点也得以修正，导航键也可以在文本输入中起到作用。
水果,1,很新鲜，水分大，很脆，个头不大，搞活动买还比较合适
水果,1,苹果不是很大，看起来很脆的感觉，果子也没有坏的
热水器,1,挺好的，3天就到了。家里人自己安装挺简单，好操作。就等反现了，其他都可以。美的的牌子挺棒的
衣服,1,满分，裤子很合身，店家推荐的尺码很好
洗发水,1,宝贝昨晚收到了，不知道好不好用，快递很快哦！价格便宜，值得信赖
平板,1,刚收到货，先试用几天再来评价，先给五星好评吧
衣服,1,衣领比较结实，不易塌，手感比较舒服
水果,1,银联活动没啥撸，就撸了点生鲜，品质不错，个头不大，现在水果真是贵啊，线下的贵，线上更贵，好在线上送到家！银联活动半价。还可以！
水果,0,苹果有坏的，不新鲜，自欺欺人。
衣服,1,收到衣服，看了质量很好，性价比高，款式也不错，值得购买
水果,0,还领鲜一步，怎么不去死呢！一个个的长得歪瓜裂枣的，有异味不说还很脏！这也好意思拿来卖给顾客，真不知道是安的什么良心。
洗发水,0,应该不是真货，首先，闻味道和在商场买的不一样。其次，洗完头之后没有顺滑的感觉，之前用过很多次了，都不是这样。大家不要贪便宜吧
书籍,1,读完吴思先生的《潜规则》和《血酬定律》有多了一种了解中国历史的工具，以前不能理解的一些史实迎刃而解了，还能反观当今。受益匪浅。刚拿到的时候发现和之前买的《潜规则》版本不一样，前者是复旦大学的，后者是语文出版社的。看着不一样的版式放在书柜里有些遗憾。但是后来翻翻，感觉语文这个版本比复旦大学的要好些，版面设计以及书中的插图都比较自然。喜欢吴先生的朋友们不要错过。
平板,0,拆开后屏幕表面有指纹还有充电器塑料膜上也有指纹，机子体验差拖影严重刷微博看文字图片简直不能忍其他方面还未发现问题，总之失败的一次购物
酒店,1,早餐不错，品种多样。房间还算干净，就是退房比较慢。
衣服,0,一般般吧！反正不是正品。
平板,1,还不错，看看电影没问题，价格也不贵
水果,1,多次购买了，个头大，味道好，清脆多汁，很好。
手机,0,按键反应真是反应慢死，我买了才几天就不能发短信了，又不能下载图片，速度慢得要命，而且漆快要掉光了
衣服,1,裤子很好看很合身，咨询时店主也很热心，很不错的一次购物，五星
衣服,0,质量不好，面料缩水厉害
洗发水,0,卜太好，感觉卜像正品，好亏
酒店,1,应该算是目前当地最好的酒店了。但不可期望值过高。宾馆反馈 2008年4月14日 ： 满足您的需要是酒店不断努力的目标。
酒店,0,房间的风景挺不错，望出去就是条古运河，很有古诗词意韵。但房间里的淋浴设施不好，淋浴门关不紧，水龙头出水很小，洗澡很不舒服。电视有两个遥控器，用起来很不方便。最主要前台小姐服务很不好，冷冰冰的，尤其是那个脸蛋胖胖的小姐，脸上象涂过糨糊一样，一点没有微笑。我去CHECK IN和CHECK OUT的时候，感觉很不舒服。感觉服务生的培训有待加强，服务意识太差！！！
衣服,0,非常不满意 质量简直太垃圾了
衣服,0,尺码偏小，只好申请换货
水果,1,苹果皮簿肉脆，清甜多汁，个头适中，包装到位。满意！
书籍,1,如果按照出书顺序购买和阅读的话，当你看到这本书的时候，已经不止是作为普通书籍来看了，而是收藏，虽然不是文物，但却是值得放入书架，慢慢回味、反复阅读。有时觉得这套书里的每本书就像是一个个引子，总是吸引着你不断看下去，不断买下去，不断收入书架中。将《马未都说收藏.杂项篇》收入囊中，将是为这套书画上了一个完美的终结，无论是意义上的、实用上的、还是观赏上的。
洗发水,0,感觉质量一般，京东的东西质量感觉一般。
衣服,1,赶上活动购买的！价格实惠！物美价廉！物流很快！好评！
洗发水,1,无硅油，清扬一直用，现在试一下无硅油怎样，这个月618活动，两套之后用用券后，一套才*，比超市便宜不少，还不用搬运太好了，谢谢快快递小哥
衣服,0,码子跟专卖店的完全不一样，我买s码的跟L码的一样大，颜色也不对
洗发水,1,包装可以挺好的，买来送人的，没有什么损坏，大热天的辛苦快递小哥了!哦！速度也是挺快的。使用效果应该也不错我一直都用沙宣，
水果,1,物流很快喔，昨天买的，今天中午就到了，而且是秒杀价，特别实惠，每个苹果包了两层，算是包的比较严实的，五斤满满的感觉，看起来很好吃，吃了再评价味道吧。
洗发水,0,洗了头痒，不知道是不是正品
水果,1,第一次在京东买水果！保鲜方式挺好的，水果也不错，只是没有想象中的大。
酒店,0,还有一个问题就是，酒店的早餐品种太少，而且味道也很一般，早餐的牛奶不是鲜奶，而且没有果汁。不过房间送餐倒是还行，特别是15块的水果沙拉，每天都要点一份。
洗发水,0,。。味道和在超市买的一点也不一样哎。。。感觉瞬间就下档次了。。不喜欢。。。是不是假的呀
手机,0,缺少功能，当初听促销员的话就是个错误。
洗发水,0,明明买的是蓝色的，发来白色的。。气到豹毙，连赠品都是白色的
洗发水,0,洗了头之后头发更油了，我不知道说什么
计算机,0,屏幕分辨率小了点，尤其是1024*600的这个600，用一段时间会发现不方便。另外确实如很多人评价的一点，运行东西稍微多点，就卡。
衣服,0,垃圾，硬的和纸箱子似的
平板,0,很恶心的产品，要买的人最好看看。机器刚收到，下载个微信，启动。卡死。等一分钟能用了。打字发信息。卡死。下载个uc。微信后台运行uc一点卡死，直接死机。总的说就是运行一个软件卡卡卡。运行两个软件直接死机。屏幕也垃圾，看一个小时能瞎掉。客服像个机器人，除了叫我恢复出厂就是让我恢复出厂。我说我机器刚来恢复什么出厂？难道你家机器都是用过的？二手的？恶心的商家，恶心的客服
衣服,1,不错、挺满意的、买了两件、速递也快
酒店,0,"这决对是个黑心店,完全把河南人的丑陋特性全展现出来了.一个床单被我掉色的内衣染红了一点.事实证明可以洗掉的,但他(她)们却收了我40元钱.其实床单只值10元.刚开始还不想开发票.我要找税务他们才作罢.朋友们千万别住了."
水果,1,京东商城就是值得信赖，谢谢快递小哥，辛苦了
酒店,0,本次共租了两间房，其中一间门口是对着床的，冷气风门也是对着床头，家人反应一晚都被风吹着头来睡，非常不舒服。 另一间格局正常，但是房间里有4只蚊子，凌晨4点多还在打蚊子，一睡着就被蚊子嗡醒。虽然酒店过道有香味，但是难以覆盖床品上依附的杀虫水味。蚊子也是飞得很慢那种，就像家里喷过杀虫水后蚊子的状态。 订的是无窗房，心理准备好有压抑感，晚上时没那么大，但是早上自己心念着时间怕睡过头，但是无从确定是否已经天亮。 房间有自带空气净化器，开到最小非常安静，这点值得赞。 晚上出去吃饭后回来大概9点，地下车库已没位置了。 还有隔音真的不好，一路走回房间，每经过一个房间都能听到里面的电视声，在自己房里外头有人走过若有谈话都能听到。 总体来讲300多能在天河租到这种房间不过不失，但下次应该不会选择。
平板,0,发货速度挺快 就是包装太差劲 到货后包装破损太厉害 快递员不理不会服务差 不敬业
计算机,0,发热量大，电池供电时间短，手写屏灵敏度不高，没发现提供直接的手写输入方法。
平板,0,真心不怎么样，在不可能买这个了。包装已拆烂了，否则一定退货
水果,0,不好，苹果压坏了4个，快递就很快但是……
衣服,0,颜色偏差太大了，样式也不好
衣服,0,裤子掉色，料子不怎么好。不怎么想穿了
水果,1,潘苹果品质一直不错，一直吃这个水果。这次又补充一下，很好，京东快递给力
洗发水,1,下单第四天才收到货这服务佩服，还未用不知好用唔好用。
酒店,0,酒店服务完全不周到，房间隔音特别不好。旁边说话声音超大。而且前台服务员都在一边玩一边做事。什么4星级酒店，一点都算不上。以后绝对不住这家破酒店了。
衣服,1,裤子不错，穿上很舒服，很暖和。
酒店,1,非常好的酒店，非常好的服务，我先生对酒店一向非常挑剔，只有这次他实在没话说！补充点评 2008年8月6日 ： 酒店餐厅正在装修，但不影响住宿。
平板,0,连个发票都没有，太简单了吧，礼品一个都没有，我上次买的送了好多，价格差不多，这也太**了
洗发水,0,假的洗了头好多头皮，痒的很。根本就不值得，不知道哪里来的那么多好评。
水果,1,水果新鲜度有保障，快递小哥很赞，会当面清点损坏水果，赞
酒店,0,价格比成都的高 酒店设施陈旧 卫生条件不好。附近还没有地铁入口 需要打车 15元才能到地铁入口 不推荐
洗发水,1,去屑止痒效果很好，闻到香味的，大品牌值得信赖！好东西你值得拥有！
衣服,0,感觉真的很一般，特别容易皱，没想像的好。
衣服,0,买了就感觉亏
水果,1,华圣 高原红富士苹果 12个装 约2-2.1kg 新鲜水果
平板,1,哈哈哈哈哈哈哈哈哈哈
衣服,1,裤子布料很舒服。穿上修身的，挺好看的，老公说让我在给他买一条呢，物流很快。客服对人很亲切。很愉快的一次购物
平板,0,送货非常慢，还用各种理由搪塞我，也找不到解决办法
水果,0,和苹果还行，看看火龙果吧，都要烂了还发货，第一次遇到这种情况，由于火龙果不小心给了五星，所以只能这里差评了，反正都是一家商品，郁闷死了。。。
水果,1,打开包装有一股味道，不是苹果香，可能是包装散发出来的异味，整整12个，大小比较均匀，迫不及待拿了一个尝尝味道，不错，比较清脆可口。算下来也才5元多一斤，以后应该会选择在京东上买水果了。
酒店,0,真的差，这家酒店实在是服务有问题，说染头发掉色，弄脏了他的枕头，还问我要不要拿走（埋单），呵呵，住了那么多年酒店也是第一次，也不和他们说，你喜欢怎么扣就扣吧，以后不会再住如家，我第二天住了淄博饭店2天，也看到枕头有印，但是我告诉他们，他们说我们会帮您换上新的，这个我们会清洗了，实际上也住过如家几次，实际说真的，并不是非常理想，房间隔音差，管理参差不齐，酒店位置差，加上打的费用一样！就是靠服务员说几句你好就是管理？就是如家？以后真的不住如家！
衣服,1,包装很好 款式漂亮 质量不错
书籍,0,"看了一半就再也看不下去了,内容文笔都无法赞同.被销量排行给忽悠了呀."
酒店,0,除了地点靠近地铁，几乎未发现其他优点。房间有异味，卫生间有污渍。最难以忍受的是电话和网络：电话机拿起来就是怪异的忙音，要连续拨打七八次才能接通一次，问到前台，答曰确实有这个接触不良的问题，没下文了，眼下之意您就忍着吧！当面告诉了前台，我要开通网络（虽然收费20元/天）。答曰：没问题，这就开通，自动分配IP地址，不需手动设置。可回房后发现连本地连接都没有，联系前台后，有了本地连接。但是试了半天也无法打开网页，再联系前台（已经快崩溃了！），十分钟后服务员过来，胡乱指点我删掉了公司的IP地址（只是备用设置，不是默认连接，根本没必要删），然后才将默认连接的自动获得IP改为了他们的手动地址。彻底晕倒，，，，，，，，以后再也不敢住这样的酒店了，也请携程对用户负责些！
水果,1,非常好，非常好，非常好，孩子很喜欢吃
水果,0,不新鲜，特别容易烂，我的第二箱第二天就不能吃了。
洗发水,1,很喜欢这个薄荷味，比海飞丝好用而且更便宜，自己一个人用应该可以用几个月了，下次还会回购
衣服,1,三十年前就喜欢这牌子，它不张扬。    穿着它柔软、舒服。
水果,1,苹果还没吃，个头虽然不大，不过看着还可以，12颗里边有3颗有一点点瑕疵，看在价格也够亲民的份上，好评吧
酒店,0,部队饭店，有收据，没发票，悲剧了
洗发水,1,洗发过后头皮没有那么痒了。但是强根健发，还是期待以后的效果
洗发水,1,用着还行吧，传说中比较好的一个牌子了，正好回家买来体验体验，不知道发质还是怎么回事，我用着感觉一般，好像不如以前用的，但是也可以，好评
平板,0,刚买了，就降价秒杀。不高兴…………
酒店,0,和贱人去的
书籍,0,这本书总体来说还可以，但是有些地方自己不是很懂，比如按穴位都不知道大约位置在那里
洗发水,1,包装很好，东西看起来不错，送的四小瓶，挺实惠的，物流很快。
酒店,1,房间还是蛮宽敞和干净的，早餐也不错，特别喜欢房间的落地窗，可惜上网收费不封顶，有点落伍了。
洗发水,1,很高兴，物流超快。套装划得来。?
书籍,1,看似简单的一本彩色书，却随处会出现令人惊喜和出人意料的内容。比如轻轻一拉就变成完全不同的另一张地图，不断地翻开折页就不断有新的知识。我买了几乎所有乐乐趣的立体书给儿子，他最喜欢的就是这本，还有《拯救地球》也非常不错。内容精辟，乐趣横生，虽然比一般的书贵了些，但是给孩子全新的阅读享受，已经超越了普通一本书籍的价值。
